ImageName,Date,Month,Year,Day,Reef,Transect,DistanceTransect,BinNumber,NumberAlgae,NumberSand,QuadratSize,Notes,DominantVegetation
20231204_R3_T3_1.7-1.9_B5,12/4/23,12,2023,4,R3,T3,1.7-1.9,B5,4,16,20x20,,Seagrass
20231204_R3_T3_1.9-2.1_B6,12/4/23,12,2023,4,R3,T3,1.9-2.1,B6,5,15,20x20,,Seagrass
20231204_R3_T3_2.1-2.3_B7,12/4/23,12,2023,4,R3,T3,2.1-2.3,B7,3,17,20x20,,Seagrass
20231204_R3_T3_2.3-2.5_B8,12/4/23,12,2023,4,R3,T3,2.3-2.5,B8,5,15,20x20,,Seagrass
20231204_R3_T3_2.5-2.7_B9,12/4/23,12,2023,4,R3,T3,2.5-2.7,B9,6,14,20x20,,Seagrass
20231204_R3_T3_2.7-2.9_B10,12/4/23,12,2023,4,R3,T3,2.7-2.9,B10,4,16,20x20,,Seagrass
20231204_R3_T3_2.9-3.1_B11,12/4/23,12,2023,4,R3,T3,2.9-3.1,B11,5,15,20x20,,Seagrass
20231204_R3_T3_3.1-3.3_B12,12/4/23,12,2023,4,R3,T3,3.1-3.3,B12,3,17,20x20,,Seagrass
20231204_R3_T3_3.3-3.5_B13,12/4/23,12,2023,4,R3,T3,3.3-3.5,B13,0,20,20x20,Sand,NA
20231204_R3_T3_3.5-3.7_B14,12/4/23,12,2023,4,R3,T3,3.5-3.7,B14,12,8,20x20,,Seagrass
20231204_R3_T3_3.7-3.9_B15,12/4/23,12,2023,4,R3,T3,3.7-3.9,B15,6,14,20x20,,Seagrass
20231204_R3_T3_3.9-4.1_B16,12/4/23,12,2023,4,R3,T3,3.9-4.1,B16,8,12,20x20,,Seagrass
20231204_R3_T3_4.1-4.3_B17,12/4/23,12,2023,4,R3,T3,4.1-4.3,B17,4,16,20x20,,Seagrass
20231204_R3_T3_4.3-4.5_B18,12/4/23,12,2023,4,R3,T3,4.3-4.5,B18,6,14,20x20,,Seagrass
20231204_R3_T3_4.5-4.7_B19,12/4/23,12,2023,4,R3,T3,4.5-4.7,B19,9,11,20x20,,Seagrass
20231204_R3_T3_4.7-4.9_B20,12/4/23,12,2023,4,R3,T3,4.7-4.9,B20,3,17,20x20,,Seagrass
20231204_R3_T3_4.9-5.1_B21,12/4/23,12,2023,4,R3,T3,4.9-5.1,B21,3,17,20x20,,Seagrass
20231204_R3_T3_5.1-5.3_B22,12/4/23,12,2023,4,R3,T3,5.1-5.3,B22,2,18,20x20,,Seagrass
20231204_R3_T3_5.3-5.5_B23,12/4/23,12,2023,4,R3,T3,5.3-5.5,B23,5,15,20x20,,Seagrass
20231204_R3_T3_5.5-5.7_B24,12/4/23,12,2023,4,R3,T3,5.5-5.7,B24,3,17,20x20,,Seagrass
20231204_R3_T3_5.7-5.9_B25,12/4/23,12,2023,4,R3,T3,5.8-6,B25,5,15,20x20,,Seagrass
